ICD,Protein,Protein_PPI,Protein_Num,Protein_PPI_Num
427,"[1026, 6660, 9736, 6665, 2056, 4624, 4625, 2066, 284688, 54805, 1557, 23066, 65055, 7200, 4641, 10277, 8742, 551, 4137, 6187, 3630, 1073, 9267, 2100, 1081, 4666, 79933, 5695, 2626, 144453, 1607, 23630, 51807, 151648, 102466656, 611, 1636, 7273, 23150, 5743, 54897, 5747, 6262, 401014, 51320, 58499, 23171, 2697, 1674, 23177, 2702, 150159, 3741, 58529, 6310, 3752, 3757, 3759, 3762, 3764, 6324, 183, 23224, 84665, 6327, 6331, 5308, 9915, 6336, 6653, 3781, 3782, 5318, 3784, 64710, 89797, 2250, 64207, 5328, 124626, 2771, 3797, 114907, 9948, 8925, 84700, 3298, 10466, 5350, 79591, 9960, 4846, 100506866, 3827, 9464, 6910, 9472, 6401, 8451, 775, 9992, 11017, 776, 3339, 781, 4879, 783, 100506385, 5396, 7450, 9499, 3360, 7456, 10529, 57120, 196385, 10021, 22822, 28965, 6442, 79658, 813, 817, 7473, 8497, 7478, 23353, 128826, 9026, 57666, 376132, 5443, 10060, 845, 8022, 857, 858, 7514, 2908, 222553, 9570, 10090, 221035, 6508, 1906, 9586, 23411, 145781, 282996, 4986, 4987, 5502, 284546, 3458, 84871, 11149, 8082, 5523, 3480, 2969, 26010, 7068, 26018, 427, 9644, 22955, 8110, 84909, 2992, 2995, 6584, 6586, 9148, 29119, 152002, 5062, 1482, 463, 59345, 93649, 7124, 221656, 55777, 83938, 144360, 6123, 90102, 407030, 55800, 2042, 4092, 1021, 23039]","[1026, 6660, 9736, 2056, 6665, 4624, 4625, 2066, 54805, 1557, 23066, 65055, 7200, 4641, 10277, 8742, 551, 4137, 6187, 3630, 1073, 9267, 2100, 1081, 4666, 79933, 5695, 2626, 144453, 23630, 51807, 151648, 611, 1636, 7273, 5743, 54897, 5747, 6262, 51320, 58499, 23171, 2697, 1674, 23177, 2702, 3741, 58529, 6310, 3752, 3757, 3759, 3762, 3764, 6324, 6327, 23224, 84665, 183, 9915, 5308, 6331, 6336, 6653, 89797, 5318, 3782, 3784, 64710, 2250, 3781, 64207, 5328, 124626, 2771, 3797, 114907, 9948, 8925, 84700, 3298, 10466, 5350, 79591, 9960, 4846, 3827, 9464, 6910, 9472, 6401, 8451, 775, 9992, 11017, 776, 3339, 781, 4879, 783, 5396, 7450, 9499, 57120, 10529, 3360, 7456, 196385, 28965, 22822, 10021, 6442, 79658, 813, 817, 8497, 7473, 7478, 23353, 128826, 57666, 5443, 376132, 9026, 10060, 845, 8022, 857, 7514, 858, 2908, 222553, 9570, 10090, 221035, 6508, 9586, 23411, 1906, 145781, 282996, 4986, 4987, 5502, 3458, 11149, 8082, 5523, 3480, 2969, 26010, 7068, 26018, 427, 22955, 84909, 8110, 9644, 2992, 2995, 6584, 6586, 9148, 29119, 152002, 5062, 1482, 463, 59345, 93649, 7124, 221656, 55777, 83938, 6123, 90102, 55800, 2042, 4092, 1021, 23039]",193,181
428,"[1536, 6659, 2053, 8204, 3084, 4624, 4625, 3091, 51738, 31, 35, 5156, 551, 554, 3630, 47, 5170, 2628, 3576, 2641, 23129, 3162, 1636, 2660, 8804, 3688, 10345, 5741, 5742, 5743, 90226, 1149, 113791, 1675, 10891, 5774, 2194, 146, 152, 153, 9370, 155, 156, 8862, 4780, 5294, 687, 387758, 84148, 7350, 183, 185, 81608, 6347, 25805, 5327, 4306, 213, 79071, 57057, 2273, 5349, 64231, 4843, 4846, 3315, 246, 5879, 9464, 7422, 55040, 1282, 9475, 1291, 4878, 4879, 1295, 4881, 10516, 6422, 7450, 11034, 3357, 9518, 5950, 2879, 5443, 5444, 325, 7498, 50507, 847, 5972, 341, 200539, 5468, 56672, 25959, 2920, 2921, 26471, 4973, 1906, 23411, 2932, 1909, 1910, 51571, 1401, 5502, 3458, 8073, 11152, 6548, 1431, 56729, 27035, 1437, 1440, 5037, 26037, 7097, 5054, 5577, 1490, 7124, 2004, 57817, 7132, 478, 3553, 994, 7139, 487, 488, 5609, 3569, 5105, 5617, 6647, 6648, 6649]","[1536, 6659, 2053, 8204, 3084, 4624, 4625, 3091, 51738, 31, 35, 5156, 551, 554, 3630, 47, 5170, 2628, 2641, 23129, 3162, 2660, 1636, 8804, 3688, 10345, 5741, 5742, 5743, 90226, 1149, 113791, 10891, 1675, 5774, 146, 2194, 152, 153, 9370, 155, 156, 8862, 6648, 4780, 5294, 687, 84148, 7350, 183, 185, 81608, 6347, 25805, 5327, 4306, 213, 79071, 2273, 57057, 5349, 64231, 4843, 4846, 3315, 246, 5879, 9464, 7422, 55040, 1282, 9475, 1291, 4878, 4879, 1295, 4881, 10516, 6422, 7450, 11034, 3357, 9518, 5950, 2879, 5443, 5444, 325, 7498, 50507, 847, 5972, 341, 200539, 5468, 56672, 25959, 26471, 2921, 2920, 4973, 1906, 23411, 2932, 1909, 1910, 51571, 1401, 5502, 3458, 8073, 11152, 6548, 1431, 56729, 27035, 1437, 1440, 5037, 26037, 7097, 5054, 5577, 1490, 7124, 2004, 57817, 7132, 478, 3553, 994, 7139, 487, 488, 5609, 5105, 3569, 5617, 6647, 3576, 6649]",142,141
429,"[407040, 6659, 1543, 2056, 1545, 522, 3091, 1557, 3606, 26, 1571, 6696, 1071, 5683, 7220, 567, 6714, 2621, 2626, 252995, 9294, 2641, 4689, 3162, 6236, 1636, 5739, 5743, 6774, 3709, 2688, 6272, 8841, 4607, 147, 150, 152, 153, 156, 3240, 5294, 183, 7351, 196, 84676, 3270, 2247, 9927, 6341, 6347, 25805, 207, 213, 5337, 5338, 1756, 1244, 8927, 57057, 2274, 4846, 4852, 7412, 5880, 9464, 7422, 4353, 6401, 9475, 4363, 6925, 4878, 4879, 57104, 4881, 6422, 9495, 7450, 5916, 3357, 10539, 2869, 3383, 2876, 6464, 5443, 5444, 5445, 328, 7498, 338, 5972, 345, 857, 859, 348, 3418, 5465, 1375, 5467, 51548, 4968, 875, 6508, 23409, 1906, 23411, 2932, 6517, 2934, 10616, 1401, 894, 406912, 3976, 5515, 7054, 4502, 3479, 6558, 1440, 7076, 8613, 4524, 146862, 4018, 6581, 6583, 6584, 4023, 126393, 5563, 1471, 1482, 5578, 5579, 406991, 1489, 93649, 7124, 5590, 3032, 3553, 7137, 7139, 23523, 488, 3569, 6648, 3065, 3066, 1535]","[6659, 1543, 2056, 1545, 522, 3091, 1557, 3606, 26, 1571, 6696, 1535, 1071, 5683, 7220, 567, 6714, 2621, 2626, 252995, 9294, 2641, 4689, 3162, 6236, 1636, 5739, 5743, 6774, 3709, 6272, 2688, 8841, 147, 150, 152, 153, 156, 3240, 5294, 7351, 183, 84676, 196, 3270, 2247, 6341, 9927, 6347, 25805, 207, 213, 5337, 5338, 1244, 1756, 8927, 57057, 2274, 4846, 7412, 4852, 5880, 9464, 7422, 6401, 4353, 9475, 4363, 6925, 4878, 4879, 57104, 4881, 6422, 9495, 7450, 5916, 3357, 10539, 2869, 3383, 2876, 6464, 5443, 5444, 5445, 328, 7498, 338, 5972, 857, 5465, 5467, 51548, 348, 859, 345, 3418, 1375, 4968, 875, 6508, 23409, 1906, 23411, 2932, 6517, 2934, 10616, 1401, 894, 406912, 3976, 5515, 7054, 4502, 3479, 6558, 1440, 7076, 8613, 4524, 146862, 4018, 6581, 6583, 6584, 4023, 126393, 5563, 1471, 5578, 5579, 1482, 1489, 93649, 7124, 5590, 3032, 3553, 7137, 23523, 7139, 488, 3569, 6648, 3065, 3066, 4607]",152,150
430,"[836, 134, 4843, 9423, 5328, 1906, 219699, 1910, 5468, 55901]","[836, 134, 4843, 9423, 5328, 1906, 219699, 1910, 5468]",10,9
431,"[1282, 1284, 6285, 4879, 2321, 6696, 5443, 836, 581, 841, 462, 3791, 5328, 5327, 596, 598, 4313, 3162, 3674, 3163, 4314, 4318, 1636, 3685, 3690, 2155, 1906, 1270, 7422]","[1282, 1284, 6285, 4879, 2321, 6696, 5443, 836, 581, 841, 462, 3791, 5328, 5327, 596, 598, 4313, 3162, 3163, 3674, 4314, 4318, 1636, 3685, 3690, 2155, 1906, 1270, 7422]",29,29
432,"[2155, 9963, 5327, 5328, 1906, 29914]","[2155, 9963, 5327, 5328, 1906, 29914]",6,6
433,"[5328, 1906]","[5328, 1906]",2,2
434,"[462, 5327, 5328, 241, 1906, 5144, 7450]","[462, 5327, 5328, 241, 1906, 5144, 7450]",7,7
435,"[27429, 134, 57447, 842, 718, 5328, 1906, 19, 6647, 6648, 3611, 572, 54205, 1471]","[27429, 134, 57447, 842, 718, 5328, 1906, 19, 6647, 6648, 3611, 572, 54205, 1471]",14,14
436,"[5328, 1906]","[5328, 1906]",2,2
437,"[81031, 12, 50960, 5654, 538, 4763, 2717, 3106, 3119, 3123, 182, 59, 57674, 5328, 79184, 25939, 2006, 368, 1906, 5116]","[81031, 12, 5654, 538, 4763, 2717, 3106, 3119, 3123, 182, 59, 57674, 79184, 5328, 25939, 2006, 368, 1906, 5116]",20,19
438,"[4864, 5443, 8622, 5328, 1906]","[5328, 4864, 1906, 5443]",5,4
440,"[2944, 4864, 3458, 142, 7442, 19, 3481, 9370, 3240, 6648, 10155, 1071, 177, 4018, 2099, 3383, 183, 1593, 5819, 7099, 9021, 5054, 63036, 196, 3269, 5444, 5320, 6347, 6348, 5327, 4048, 337, 6351, 7124, 4312, 602, 348, 5468, 356, 3304, 7274, 4843, 3949, 4846, 5743, 240, 64240, 241, 3569, 9971, 7412, 1269, 6647, 246, 1401, 6774, 23411, 7422, 1535]","[2944, 4864, 3458, 64240, 1401, 142, 7442, 19, 3481, 9370, 3240, 10155, 1071, 177, 4018, 2099, 3383, 183, 1593, 7099, 5819, 9021, 5054, 196, 3269, 5444, 5320, 6347, 6348, 6351, 5327, 337, 4048, 7124, 4312, 602, 5468, 348, 356, 3304, 7274, 4843, 3949, 4846, 5743, 240, 3569, 241, 23411, 7412, 1269, 6774, 6647, 6648, 9971, 246, 7422, 1535]",59,58
441,"[79001, 7046, 7048, 183, 2200, 4313, 538, 4088, 1277, 4318]","[4313, 7046, 7048, 183, 4088, 79001, 538, 2200, 4318, 1277]",10,10
442,[4312],[4312],1,1
443,"[2944, 1281, 153090, 1543, 2952, 3440, 23057, 2778, 1277, 6335]","[2944, 1281, 153090, 1543, 2952, 3440, 23057, 2778, 1277, 6335]",10,10
445,"[5328, 5327]","[5328, 5327]",2,2
446,"[640, 6945, 3106, 2212, 2215, 51816, 3593, 3113, 6891, 3115, 4843, 26191, 80271, 1493, 11093, 7422, 5657, 958]","[640, 6945, 3106, 2212, 2215, 3113, 3593, 4843, 3115, 6891, 80271, 26191, 958, 1493, 11093, 5657, 7422]",18,17
447,"[5624, 4883, 5444, 1543]","[5624, 4883, 5444, 1543]",4,4
448,"[4089, 2658, 2022, 94]","[2022, 4089, 2658, 94]",4,4
453,"[3717, 7056, 4018, 2621, 2244, 3273, 5327, 5328, 51156, 11093, 2266, 10461, 7010, 2147, 2153, 2155, 3053, 2161, 5624, 5627]","[3717, 7056, 4018, 2621, 2244, 3273, 5327, 5328, 51156, 11093, 2266, 10461, 7010, 2147, 2153, 2155, 3053, 2161, 5624, 5627]",20,20
455,[5444],[5444],1,1
457,"[2324, 2303]","[2324, 2303]",2,2
458,"[5368, 3458, 134, 135, 7432, 4878, 4879, 147, 1812, 1813, 150, 3351, 3352, 6550, 5020, 4128, 4129, 551, 3630, 11188, 5173, 7349, 183, 5443, 6340, 3269, 2246, 2890, 847, 5327, 1489, 2641, 5328, 5972, 213, 6863, 7124, 2904, 4057, 3552, 3553, 1636, 3558, 624, 1392, 1906, 1907, 1268, 1908, 3569, 6647, 3827, 4985, 5617, 5243, 4988]","[5368, 3458, 134, 135, 7432, 4878, 4879, 147, 1812, 1813, 150, 3351, 6550, 3352, 5020, 4128, 4129, 551, 3630, 11188, 7349, 5173, 183, 5443, 6340, 3269, 2246, 2890, 847, 5328, 1489, 5327, 2641, 7124, 213, 5972, 6863, 2904, 4057, 3552, 3553, 1636, 3558, 624, 3569, 5617, 3827, 1908, 1906, 1392, 6647, 1268, 4985, 5243, 4988]",56,55
459,"[3589, 5265, 1559, 79001, 64805, 5420, 2353, 3257, 10559, 1728, 5443, 5327, 5328, 5972, 2147, 3690, 2155, 624, 83706, 2045]","[3589, 5265, 1559, 79001, 64805, 5420, 2353, 3257, 10559, 1728, 5443, 5327, 5328, 5972, 2147, 3690, 2155, 624, 83706, 2045]",20,20
460,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
461,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
462,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
463,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
464,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
465,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
466,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
467,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
468,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
469,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
470,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
471,"[5173, 246, 2778, 7356, 4254]","[5173, 246, 2778, 7356, 4254]",5,5
472,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
473,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
474,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
475,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
476,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
477,"[3269, 3596, 5173, 2778, 7356, 1469]","[3269, 3596, 5173, 2778, 7356, 1469]",6,6
478,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
479,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
480,"[2778, 7356, 1636, 5173]","[1636, 2778, 7356, 5173]",4,4
481,"[1673, 23411, 5173, 5595, 3576, 2778, 5594, 10747, 7356]","[1673, 5594, 23411, 5173, 10747, 3576, 2778, 5595, 7356]",9,9
482,"[3458, 1673, 7100, 5594, 23411, 5173, 10747, 3576, 2778, 5595, 7356]","[3458, 1673, 5594, 7356, 23411, 5173, 10747, 3576, 2778, 5595, 7100]",11,11
483,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
484,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
485,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
486,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
487,"[23424, 64135, 11277, 9997, 91543, 54809, 9246, 9376, 23586, 9636, 8743, 10410, 3627, 55601, 5173, 7356, 8638, 80830, 10561, 27074, 710, 2633, 4938, 4939, 4940, 6347, 24138, 7503, 3665, 467, 6355, 10964, 6614, 27348, 54739, 2778, 7130, 4061, 54877, 55008, 4599, 3429, 3430, 2537, 3433, 3434, 5610, 3437, 10346, 5359, 64108, 6772, 51191, 4600, 64761]","[23424, 64135, 11277, 9997, 91543, 54809, 9246, 9376, 23586, 9636, 8743, 10410, 3627, 55601, 5173, 7356, 80830, 8638, 10561, 27074, 710, 2633, 24138, 4939, 6347, 4940, 4938, 7503, 3665, 467, 6355, 54739, 27348, 10964, 2778, 7130, 4061, 54877, 55008, 4599, 3429, 3430, 3433, 5610, 2537, 10346, 3437, 3434, 5359, 64108, 6772, 51191, 4600, 64761]",55,54
488,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
489,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
490,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
491,"[4852, 5173, 2778, 7356, 7422]","[4852, 5173, 2778, 7356, 7422]",5,5
492,"[7040, 7042, 7043, 2052, 7046, 7048, 1548, 5265, 177, 5173, 7356, 7124, 2006, 4313, 2778, 3162, 4318, 4321, 3694, 4088]","[7040, 7042, 7043, 2052, 7046, 7048, 1548, 5265, 177, 5173, 7356, 7124, 2006, 4313, 3162, 2778, 4318, 4321, 3694, 4088]",20,20
493,"[3593, 3596, 5142, 5144, 3115, 3117, 6701, 3119, 222256, 3123, 5173, 387129, 3135, 55876, 10318, 596, 3162, 5728, 5729, 3176, 108, 117, 632, 149628, 142, 154, 2206, 7356, 1728, 6347, 5328, 6352, 6356, 4312, 217, 2778, 3291, 4318, 4319, 1767, 4843, 240, 90865, 4852, 1786, 7422, 7941, 22806, 8989, 134430, 3880, 3371, 3383, 30009, 9547, 847, 1906, 374, 11127, 383, 384, 2944, 7040, 10111, 2950, 5515, 6037, 94103, 929, 117156, 7078, 51131, 29119, 7124, 9173, 3553, 3557, 85480, 3565, 4589, 3567, 3569, 3570, 11251, 6647, 282617, 4602]","[3593, 3596, 5142, 5144, 3115, 3117, 3119, 222256, 3123, 5173, 387129, 3135, 55876, 10318, 596, 3162, 5728, 5729, 3176, 108, 117, 632, 149628, 142, 154, 2206, 7356, 1728, 6347, 6352, 5328, 6356, 4312, 217, 2778, 3291, 4318, 4319, 1767, 4843, 240, 90865, 4852, 1786, 7422, 7941, 22806, 8989, 134430, 3880, 3371, 3383, 30009, 9547, 847, 1906, 374, 11127, 383, 7040, 2944, 10111, 384, 2950, 5515, 6037, 94103, 929, 117156, 7078, 51131, 29119, 7124, 9173, 3553, 3557, 85480, 3565, 4589, 3567, 3569, 3570, 11251, 6647, 282617, 4602]",87,86
494,"[55172, 27019, 5265, 345895, 5293, 5295, 5173, 4791, 1080, 3383, 7356, 64446, 6337, 6338, 6340, 7124, 83544, 2778, 123872, 1767, 221421, 51314, 339829, 55036, 8701]","[55172, 27019, 5265, 5293, 5295, 5173, 4791, 1080, 3383, 7356, 64446, 6337, 6338, 6340, 7124, 83544, 2778, 123872, 1767, 221421, 51314, 339829, 55036, 8701]",25,24
495,"[545, 4194, 8290, 64711, 64072, 6648, 9466, 5803, 3565, 176, 5173, 148022, 759, 5016, 761, 2778, 64699, 7356]","[545, 4194, 8290, 64072, 5803, 3565, 176, 7356, 761, 148022, 759, 6648, 2778, 9466, 64699, 5016, 5173]",18,17
496,"[4312, 2778, 7356, 5173]","[4312, 2778, 7356, 5173]",4,4
497,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
498,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
499,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
500,"[480, 3553, 3552, 3557, 100533642, 130540, 7124, 5173, 2778, 7356, 64062]","[3552, 3553, 480, 3557, 130540, 7124, 5173, 2778, 7356, 64062]",11,10
501,"[7171, 2952, 6696, 5052, 1675, 4843, 3309, 22926, 5265, 1649, 7124, 114548, 5173, 7001, 2778, 7356, 383]","[7171, 6696, 2952, 4843, 1675, 3309, 22926, 5265, 1649, 7356, 114548, 7124, 5173, 7001, 2778, 5052, 383]",17,17
502,"[5728, 3553, 196, 383, 4843, 6347, 3725, 5173, 1368, 2778, 7356, 29951]","[5728, 3553, 196, 383, 4843, 6347, 3725, 5173, 1368, 2778, 7356, 29951]",12,12
503,"[2778, 3115, 7356, 5173]","[2778, 3115, 7356, 5173]",4,4
504,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
505,"[545, 4194, 8290, 64711, 64072, 9466, 5803, 3565, 176, 5173, 148022, 759, 5016, 761, 2778, 64699, 7356]","[545, 4194, 8290, 64072, 5803, 3565, 176, 761, 148022, 759, 5016, 2778, 9466, 64699, 7356, 5173]",17,16
506,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
507,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
508,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
509,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
510,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
511,"[3553, 3586, 6403, 3569, 7124, 5173, 3383, 2778, 7356]","[3553, 3586, 6403, 3569, 7124, 5173, 3383, 2778, 7356]",9,9
512,"[2778, 201163, 7356, 5173]","[2778, 201163, 7356, 5173]",4,4
513,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
514,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
515,"[653509, 6439, 6440, 5173, 2778, 7356, 1439]","[653509, 6439, 6440, 5173, 2778, 7356, 1439]",7,7
516,"[3714, 3091, 21, 729238, 1438, 91039, 10144, 1439, 2852, 51750, 6440, 1832, 7080, 7474, 2099, 5173, 7356, 653509, 10568, 5328, 5073, 23250, 3280, 7248, 7249, 727897, 4314, 2778, 7012, 2277, 7015, 6774, 79991]","[3714, 3091, 21, 729238, 1438, 1439, 10144, 91039, 2852, 51750, 1832, 6440, 7080, 7474, 2099, 5173, 7356, 653509, 10568, 7248, 3280, 5073, 7249, 5328, 23250, 727897, 2778, 4314, 7012, 2277, 7015, 6774, 79991]",33,33
517,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
518,"[4615, 7248, 7249, 5173, 2778, 6299, 7356]","[4615, 7248, 7249, 5173, 2778, 6299, 7356]",7,7
519,"[2778, 7356, 5173]","[2778, 7356, 5173]",3,3
520,"[6469, 10117, 4487, 860, 265, 1834, 1747, 9622, 4054, 249, 5083, 2492, 10265]","[10117, 6469, 860, 4487, 249, 1834, 1747, 9622, 4054, 10265, 5083, 2492]",13,12
523,"[8600, 1075, 6387]","[8600, 1075, 6387]",3,3
524,[1312],[1312],1,1
525,"[2248, 8772]","[2248, 8772]",2,2
526,"[6452, 10269]","[6452, 10269]",2,2
530,"[4481, 5125, 3082, 7442, 18, 6548, 440854, 8856, 56475, 9244, 6648, 3117, 3119, 1592, 51008, 81603, 115908, 4170, 10188, 6863, 5970, 2520, 5468, 6750, 5222, 85480, 4842, 5743, 1012, 3576]","[4481, 5125, 3082, 18, 7442, 6548, 8856, 56475, 9244, 3117, 3119, 1592, 51008, 81603, 115908, 3576, 4170, 10188, 6863, 5970, 2520, 5468, 6750, 5222, 85480, 4842, 5743, 1012, 6648]",30,29
531,"[7425, 3553, 133, 2056, 4843, 3084, 4846, 847, 3375, 3952, 5742, 1950, 7124, 5743, 885, 7422, 51738, 4318]","[3553, 7425, 133, 2056, 4843, 3084, 4846, 847, 3375, 5743, 5742, 1950, 7124, 3952, 885, 51738, 4318, 7422]",18,18
532,"[7040, 8000, 5321, 4843, 5743, 28]","[8000, 7040, 5321, 4843, 5743, 28]",6,6
533,"[2520, 3553, 1906]","[2520, 3553, 1906]",3,3
535,[3553],[3553],1,1
536,[3162],[3162],1,1
540,"[3458, 3586]","[3586, 3458]",2,2
541,"[3458, 3586]","[3586, 3458]",2,2
542,"[3458, 3586]","[3586, 3458]",2,2
543,"[3458, 3586]","[3586, 3458]",2,2
550,[7048],[7048],1,1
555,"[7297, 3458, 3586, 4485, 3593, 151306, 5771, 345611, 55054, 9231, 6932, 3479, 7448, 9370, 6556, 163486, 2335, 64167, 117289, 4524, 3123, 60468, 2358, 7099, 159296, 339145, 6347, 4689, 7124, 5465, 54106, 2524, 5468, 8929, 3559, 3952, 3569, 149233, 9971, 114548, 4088, 1401, 219771, 1788, 64127]","[7297, 3586, 3458, 4485, 3593, 5771, 345611, 55054, 9231, 6932, 3479, 7448, 9370, 6556, 163486, 2335, 64167, 117289, 4524, 3123, 60468, 2358, 7099, 159296, 6347, 4689, 7124, 5465, 54106, 5468, 2524, 8929, 3559, 3952, 3569, 149233, 9971, 114548, 4088, 1401, 219771, 1788, 64127]",45,43
556,"[4353, 3586, 3587, 3588, 3717, 1670, 1671, 4485, 3593, 23046, 5771, 23308, 345611, 639, 1811, 94103, 51738, 6556, 8477, 2212, 400935, 7850, 64170, 8877, 8624, 3123, 3383, 10747, 219771, 8767, 159296, 836, 3912, 1611, 4046, 3663, 2768, 10320, 5970, 1235, 7124, 3579, 4057, 6364, 8924, 4318, 3553, 3172, 1893, 999, 8807, 1001, 9966, 113, 149233, 7412, 6774, 3575, 3576, 3577, 5243, 10109, 64127]","[4353, 3586, 3587, 3588, 3717, 23046, 1671, 4485, 1670, 3593, 5771, 23308, 345611, 1811, 94103, 51738, 6556, 2212, 400935, 64170, 7850, 8877, 8624, 3123, 3383, 10747, 219771, 8767, 159296, 836, 3912, 1611, 4046, 3663, 2768, 10320, 5970, 64127, 7124, 1235, 3579, 4057, 8924, 6364, 4318, 3553, 3172, 1893, 999, 8807, 1001, 9966, 149233, 113, 7412, 6774, 3575, 3576, 3577, 5243, 10109, 639]",63,62
560,"[115019, 79827, 11254, 6550]","[115019, 79827, 6550]",4,3
564,"[3586, 5443, 5444, 9863, 7177, 151306, 2641, 9969, 7067, 4988]","[3586, 5443, 5444, 9863, 7177, 2641, 9969, 7067, 4988]",10,9
567,"[3458, 2932, 727]","[3458, 2932, 727]",3,3
569,"[151648, 4645, 83879, 10216, 4842, 4843, 4846, 54809, 3440, 1649, 1493, 10105]","[151648, 4645, 83879, 10216, 4842, 4843, 4846, 54809, 3440, 1649, 1493, 10105]",12,12
571,"[3586, 3592, 3593, 407050, 3082, 3596, 3091, 3606, 538, 442906, 619552, 619553, 6689, 1571, 3627, 59, 3575, 114757, 4087, 596, 9817, 27232, 53345, 6774, 6775, 5244, 100126334, 7297, 643, 4233, 150684, 163486, 6648, 4780, 10412, 4790, 4283, 4288, 6347, 716, 6352, 213, 9429, 4313, 1244, 200931, 229, 23274, 4843, 4846, 9973, 494335, 1281, 4353, 3855, 3856, 3875, 79143, 3880, 10537, 3385, 2876, 836, 1356, 847, 10063, 5970, 5465, 2919, 100500847, 3440, 3952, 6522, 7040, 123264, 693122, 3458, 693124, 4489, 915, 406933, 1432, 79258, 3484, 7076, 406952, 941, 4015, 4017, 84916, 693174, 50616, 954, 80339, 7124, 3030, 475, 7132, 693214, 3558, 1003, 3565, 3567, 3569, 574455, 6647, 4088, 3578]","[3586, 3592, 3593, 3082, 407050, 3596, 3091, 3606, 538, 6689, 1571, 3627, 59, 114757, 4087, 596, 4088, 9817, 27232, 53345, 6774, 6775, 5244, 7297, 643, 4233, 150684, 163486, 6647, 4780, 10412, 4790, 4283, 4288, 6347, 716, 6352, 9429, 213, 4313, 1244, 200931, 229, 23274, 4843, 4846, 9973, 1281, 4353, 3855, 3856, 3875, 79143, 3880, 10537, 3385, 2876, 836, 1356, 847, 10063, 5970, 5465, 2919, 3440, 3952, 6522, 7040, 123264, 3458, 4489, 915, 406933, 1432, 79258, 3484, 7076, 941, 4015, 4017, 84916, 50616, 954, 80339, 7124, 3030, 475, 7132, 3558, 1003, 3565, 3567, 3569, 3575, 6648, 3578]",108,96
572,"[2560, 2566, 4128, 4129, 551, 1716, 2752, 706, 6341, 3782, 2638, 4049, 7124, 5591, 3162, 4842, 4846, 1906, 2554, 4988, 7422]","[2560, 2566, 4128, 4129, 551, 1716, 2752, 706, 6341, 3782, 2638, 4049, 7124, 5591, 3162, 4842, 4846, 1906, 2554, 4988, 7422]",21,21
